RID,Protocol,ip_src,ip_dst,pro_srcport,pro_dstport,flags_ack,ip_flags_mf,ip_flags_df,ip_flags_rb,pro_seq,pro_ack,frame_time,Packets,Bytes1,Tx_Packets,Tx_Bytes,Rx_Packets,Rx_Bytes,Label
C1556461159,icmp,192.168.1.1,192.168.23.2,3496,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.096988000 Mountain Daylight Time,12,648,6,324,6,324,Fraggile
C1642973315,icmp,192.168.1.1,192.168.23.2,3497,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.096990000 Mountain Daylight Time,12,648,6,324,6,324,normal
C405741210,icmp,192.168.1.1,192.168.23.2,3498,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.097017000 Mountain Daylight Time,8,432,4,216,4,216,normal
C1712230656,icmp,192.168.1.1,192.168.23.2,3499,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.097035000 Mountain Daylight Time,14,756,7,378,7,378,normal
C164439551,icmp,192.168.1.1,192.168.23.2,3500,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.097050000 Mountain Daylight Time,8,432,4,216,4,216,Fraggile
C896852376,icmp,192.168.1.1,192.168.23.2,3501,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.097057000 Mountain Daylight Time,4,216,2,108,2,108,Fraggile
C229919394,icmp,192.168.1.1,192.168.23.2,3502,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.097073000 Mountain Daylight Time,6,324,3,162,3,162,Fraggile
C1057569470,icmp,192.168.1.1,192.168.23.2,3503,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.097086000 Mountain Daylight Time,6,324,3,162,3,162,Fraggile
C1324262781,icmp,192.168.1.1,192.168.23.2,3504,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.097099000 Mountain Daylight Time,4,216,2,108,2,108,normal
C237297104,icmp,192.168.1.1,192.168.23.2,3505,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.097107000 Mountain Daylight Time,4,216,2,108,2,108,smurf
C1418622705,icmp,192.168.1.1,192.168.23.2,3506,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.097126000 Mountain Daylight Time,10,540,5,270,5,270,smurf
C1925785585,icmp,192.168.1.1,192.168.23.2,3507,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.097140000 Mountain Daylight Time,8,432,4,216,4,216,smurf
C1037475674,icmp,192.168.1.1,192.168.23.2,3508,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.097151000 Mountain Daylight Time,12,648,6,324,6,324,normal
C983767354,icmp,192.168.1.1,192.168.23.2,3509,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.097169000 Mountain Daylight Time,8,432,4,216,4,216,Fraggile
C32393008,icmp,192.168.1.1,192.168.23.2,3510,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.097174000 Mountain Daylight Time,6,324,3,162,3,162,Fraggile
C1342374939,icmp,192.168.1.1,192.168.23.2,3511,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.097185000 Mountain Daylight Time,6,324,3,162,3,162,Fraggile
C1917562344,icmp,192.168.1.1,192.168.23.2,3512,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.097209000 Mountain Daylight Time,6,324,3,162,3,162,normal
C1807894765,icmp,192.168.1.1,192.168.23.2,3513,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.097212000 Mountain Daylight Time,10,540,5,270,5,270,normal
C211973922,icmp,192.168.1.1,192.168.23.2,3514,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.097223000 Mountain Daylight Time,8,432,4,216,4,216,Fraggile
C1890287843,icmp,192.168.1.1,192.168.23.2,3515,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.097244000 Mountain Daylight Time,8,432,4,216,4,216,normal
C156711739,icmp,192.168.1.1,192.168.23.2,3516,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.097249000 Mountain Daylight Time,12,648,6,324,6,324,Fraggile
C2017860548,icmp,192.168.1.1,192.168.23.2,3517,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.097270000 Mountain Daylight Time,10,540,5,270,5,270,Fraggile
C1413886135,icmp,192.168.1.1,192.168.23.2,3518,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.097276000 Mountain Daylight Time,6,324,3,162,3,162,smurf
C278262050,icmp,192.168.1.1,192.168.23.2,3519,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.097286000 Mountain Daylight Time,8,432,4,216,4,216,smurf
C1029898472,icmp,192.168.1.1,192.168.23.2,3520,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.097301000 Mountain Daylight Time,8,432,4,216,4,216,smurf
C614580607,icmp,192.168.1.1,192.168.23.2,3521,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.097320000 Mountain Daylight Time,8,432,4,216,4,216,Fraggile
C1934692470,icmp,192.168.1.1,192.168.23.2,3522,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.097321000 Mountain Daylight Time,10,540,5,270,5,270,smurf
C1395073533,icmp,192.168.1.1,192.168.23.2,3523,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.097338000 Mountain Daylight Time,6,324,3,162,3,162,normal
C68195659,icmp,192.168.1.1,192.168.23.2,3524,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.097367000 Mountain Daylight Time,8,432,4,216,4,216,smurf
C2142893855,icmp,192.168.1.1,192.168.23.2,3525,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.097372000 Mountain Daylight Time,6,324,3,162,3,162,smurf
C993420850,icmp,192.168.1.1,192.168.23.2,3526,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.097374000 Mountain Daylight Time,6,324,3,162,3,162,normal
C1364127192,icmp,192.168.1.1,192.168.23.2,3527,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.097377000 Mountain Daylight Time,6,324,3,162,3,162,smurf
C1635772897,icmp,192.168.1.1,192.168.23.2,3528,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.097395000 Mountain Daylight Time,4,216,2,108,2,108,smurf
C1768952842,icmp,192.168.1.1,192.168.23.2,3529,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.097405000 Mountain Daylight Time,8,432,4,216,4,216,Fraggile
C989126847,icmp,192.168.1.1,192.168.23.2,3530,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.097416000 Mountain Daylight Time,8,432,4,216,4,216,smurf
C609887969,icmp,192.168.1.1,192.168.23.2,3531,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.097441000 Mountain Daylight Time,6,324,3,162,3,162,smurf
C1298380324,icmp,192.168.1.1,192.168.23.2,3532,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.097444000 Mountain Daylight Time,8,432,4,216,4,216,normal
C1181545730,icmp,192.168.1.1,192.168.23.2,3533,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.097454000 Mountain Daylight Time,12,648,6,324,6,324,smurf
C773348567,icmp,192.168.1.1,192.168.23.2,3534,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.097475000 Mountain Daylight Time,8,432,4,216,4,216,Fraggile
C1602167682,icmp,192.168.1.1,192.168.23.2,3535,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.097496000 Mountain Daylight Time,10,540,5,270,5,270,smurf
C67620673,icmp,192.168.1.1,192.168.23.2,3536,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.097522000 Mountain Daylight Time,4,216,2,108,2,108,Fraggile
C1746257394,icmp,192.168.1.1,192.168.23.2,3537,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.097525000 Mountain Daylight Time,12,648,6,324,6,324,Fraggile
C1187779195,icmp,192.168.1.1,192.168.23.2,3538,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.097538000 Mountain Daylight Time,4,216,2,108,2,108,Fraggile
C1523510420,icmp,192.168.1.1,192.168.23.2,3539,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.097561000 Mountain Daylight Time,8,432,4,216,4,216,Fraggile
C977997405,icmp,192.168.1.1,192.168.23.2,3540,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.097564000 Mountain Daylight Time,6,324,3,162,3,162,Fraggile
C280531669,icmp,192.168.1.1,192.168.23.2,3541,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.097575000 Mountain Daylight Time,8,432,4,216,4,216,normal
C1027569178,icmp,192.168.1.1,192.168.23.2,3542,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.097598000 Mountain Daylight Time,8,432,4,216,4,216,normal
C1469907228,icmp,192.168.1.1,192.168.23.2,3543,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.097602000 Mountain Daylight Time,6,324,3,162,3,162,normal
C1160652496,icmp,192.168.1.1,192.168.23.2,3544,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.097614000 Mountain Daylight Time,8,432,4,216,4,216,Fraggile
C2030138610,icmp,192.168.1.1,192.168.23.2,3545,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.097642000 Mountain Daylight Time,2,108,1,54,1,54,smurf
C1988746735,icmp,192.168.1.1,192.168.23.2,3546,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.097659000 Mountain Daylight Time,6,324,3,162,3,162,Fraggile
C439232821,icmp,192.168.1.1,192.168.23.2,3547,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.097662000 Mountain Daylight Time,8,432,4,216,4,216,smurf
C1264754451,icmp,192.168.1.1,192.168.23.2,3548,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.097664000 Mountain Daylight Time,8,432,4,216,4,216,smurf
C463381475,icmp,192.168.1.1,192.168.23.2,3549,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.097689000 Mountain Daylight Time,8,432,4,216,4,216,smurf
C1441243996,icmp,192.168.1.1,192.168.23.2,3550,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.097698000 Mountain Daylight Time,2,108,1,54,1,54,smurf
C1495445111,icmp,192.168.1.1,192.168.23.2,3551,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.097721000 Mountain Daylight Time,6,324,3,162,3,162,Fraggile
C720770771,icmp,192.168.1.1,192.168.23.2,3552,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.097727000 Mountain Daylight Time,8,432,4,216,4,216,smurf
C1038820134,icmp,192.168.1.1,192.168.23.2,3553,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.097738000 Mountain Daylight Time,8,432,4,216,4,216,Fraggile
C1658020779,icmp,192.168.1.1,192.168.23.2,3554,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.097763000 Mountain Daylight Time,4,216,2,108,2,108,Fraggile
C988690806,icmp,192.168.1.1,192.168.23.2,3555,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.097766000 Mountain Daylight Time,6,324,3,162,3,162,Fraggile
C667890001,icmp,192.168.1.1,192.168.23.2,3556,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.097775000 Mountain Daylight Time,6,324,3,162,3,162,Fraggile
C310276293,icmp,192.168.1.1,192.168.23.2,3557,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.097796000 Mountain Daylight Time,8,432,4,216,4,216,Fraggile
C1494277749,icmp,192.168.1.1,192.168.23.2,3558,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.097803000 Mountain Daylight Time,10,540,5,270,5,270,smurf
C1091107430,icmp,192.168.1.1,192.168.23.2,3559,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.097813000 Mountain Daylight Time,8,432,4,216,4,216,smurf
C521342639,icmp,192.168.1.1,192.168.23.2,3560,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.097847000 Mountain Daylight Time,12,648,6,324,6,324,smurf
C2114629072,icmp,192.168.1.1,192.168.23.2,3561,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.097867000 Mountain Daylight Time,8,432,4,216,4,216,smurf
C557197074,icmp,192.168.1.1,192.168.23.2,3562,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.097868000 Mountain Daylight Time,6,324,3,162,3,162,normal
C669725336,icmp,192.168.1.1,192.168.23.2,3563,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.097883000 Mountain Daylight Time,6,324,3,162,3,162,smurf
C537536188,icmp,192.168.1.1,192.168.23.2,3564,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.097911000 Mountain Daylight Time,10,540,5,270,5,270,smurf
C197491520,icmp,192.168.1.1,192.168.23.2,3565,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.097924000 Mountain Daylight Time,8,432,4,216,4,216,normal
C458998685,icmp,192.168.1.1,192.168.23.2,3566,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.097951000 Mountain Daylight Time,10,540,5,270,5,270,normal
C1700421020,icmp,192.168.1.1,192.168.23.2,3567,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.097959000 Mountain Daylight Time,6,324,3,162,3,162,smurf
C345290829,icmp,192.168.1.1,192.168.23.2,3568,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.097981000 Mountain Daylight Time,6,324,3,162,3,162,smurf
C883678948,icmp,192.168.1.1,192.168.23.2,3569,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.097984000 Mountain Daylight Time,12,648,6,324,6,324,smurf
C1906947271,icmp,192.168.1.1,192.168.23.2,3570,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.097995000 Mountain Daylight Time,6,324,3,162,3,162,Fraggile
C1177072083,icmp,192.168.1.1,192.168.23.2,3571,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.098015000 Mountain Daylight Time,10,540,5,270,5,270,smurf
C2010070923,icmp,192.168.1.1,192.168.23.2,3572,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.098023000 Mountain Daylight Time,8,432,4,216,4,216,normal
C502891368,icmp,192.168.1.1,192.168.23.2,3573,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.098038000 Mountain Daylight Time,10,540,5,270,5,270,smurf
C566891420,icmp,192.168.1.1,192.168.23.2,3574,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.098051000 Mountain Daylight Time,12,648,6,324,6,324,smurf
C577734751,icmp,192.168.1.1,192.168.23.2,3575,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.098060000 Mountain Daylight Time,10,540,5,270,5,270,smurf
C752011518,icmp,192.168.1.1,192.168.23.2,3576,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.098086000 Mountain Daylight Time,8,432,4,216,4,216,normal
C2103569615,icmp,192.168.1.1,192.168.23.2,3577,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.098089000 Mountain Daylight Time,14,756,7,378,7,378,smurf
C214320652,icmp,192.168.1.1,192.168.23.2,3578,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.098095000 Mountain Daylight Time,8,432,4,216,4,216,smurf
C1379207867,icmp,192.168.1.1,192.168.23.2,3579,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.098110000 Mountain Daylight Time,10,540,5,270,5,270,smurf
C443491171,icmp,192.168.1.1,192.168.23.2,3580,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.098126000 Mountain Daylight Time,10,540,5,270,5,270,Fraggile
C1589466857,icmp,192.168.1.1,192.168.23.2,3581,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.098135000 Mountain Daylight Time,8,432,4,216,4,216,smurf
C1676888944,icmp,192.168.1.1,192.168.23.2,3582,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.098150000 Mountain Daylight Time,8,432,4,216,4,216,smurf
C458817438,icmp,192.168.1.1,192.168.23.2,3583,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.098165000 Mountain Daylight Time,6,324,3,162,3,162,Fraggile
C795273218,icmp,192.168.1.1,192.168.23.2,3584,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.098174000 Mountain Daylight Time,14,756,7,378,7,378,smurf
C1454870101,icmp,192.168.1.1,192.168.23.2,3585,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.098189000 Mountain Daylight Time,6,324,3,162,3,162,smurf
C709439274,icmp,192.168.1.1,192.168.23.2,3586,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.098203000 Mountain Daylight Time,6,324,3,162,3,162,normal
C1482166692,icmp,192.168.1.1,192.168.23.2,3587,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.098213000 Mountain Daylight Time,10,540,5,270,5,270,smurf
C1091781053,icmp,192.168.1.1,192.168.23.2,3588,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.098228000 Mountain Daylight Time,6,324,3,162,3,162,smurf
C1409342262,icmp,192.168.1.1,192.168.23.2,3589,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.098245000 Mountain Daylight Time,6,324,3,162,3,162,smurf
C762509150,icmp,192.168.1.1,192.168.23.2,3590,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.098259000 Mountain Daylight Time,8,432,4,216,4,216,normal
C1520491508,icmp,192.168.1.1,192.168.23.2,3591,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.098267000 Mountain Daylight Time,4,216,2,108,2,108,smurf
C380616082,icmp,192.168.1.1,192.168.23.2,3592,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.098281000 Mountain Daylight Time,4,216,2,108,2,108,smurf
C2145420209,icmp,192.168.1.1,192.168.23.2,3593,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.098296000 Mountain Daylight Time,4,216,2,108,2,108,smurf
C600017090,icmp,192.168.1.1,192.168.23.2,3594,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.098311000 Mountain Daylight Time,6,324,3,162,3,162,Fraggile
C259077766,icmp,192.168.1.1,192.168.23.2,3595,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.098318000 Mountain Daylight Time,8,432,4,216,4,216,smurf
C1263391254,icmp,192.168.1.1,192.168.23.2,3596,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.098333000 Mountain Daylight Time,8,432,4,216,4,216,smurf
C1554086576,icmp,192.168.1.1,192.168.23.2,3597,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.098346000 Mountain Daylight Time,8,432,4,216,4,216,smurf
C273777019,icmp,192.168.1.1,192.168.23.2,3598,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.098356000 Mountain Daylight Time,6,324,3,162,3,162,normal
C1644864746,icmp,192.168.1.1,192.168.23.2,3599,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.098371000 Mountain Daylight Time,6,324,3,162,3,162,smurf
C829737737,icmp,192.168.1.1,192.168.23.2,3600,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.098388000 Mountain Daylight Time,8,432,4,216,4,216,smurf
C2061226112,icmp,192.168.1.1,192.168.23.2,3601,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.098395000 Mountain Daylight Time,8,432,4,216,4,216,Fraggile
C1443173326,icmp,192.168.1.1,192.168.23.2,3602,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.098411000 Mountain Daylight Time,8,432,4,216,4,216,smurf
C939254952,icmp,192.168.1.1,192.168.23.2,3603,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.098421000 Mountain Daylight Time,8,432,4,216,4,216,smurf
C2100771791,icmp,192.168.1.1,192.168.23.2,3604,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.098439000 Mountain Daylight Time,10,540,5,270,5,270,Fraggile
C98412281,icmp,192.168.1.1,192.168.23.2,3605,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.098474000 Mountain Daylight Time,10,540,5,270,5,270,normal
C1420810053,icmp,192.168.1.1,192.168.23.2,3606,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.098482000 Mountain Daylight Time,10,540,5,270,5,270,smurf
C268379633,icmp,192.168.1.1,192.168.23.2,3607,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.098496000 Mountain Daylight Time,10,540,5,270,5,270,Fraggile
C201392112,icmp,192.168.1.1,192.168.23.2,3608,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.098510000 Mountain Daylight Time,10,540,5,270,5,270,smurf
C641664202,icmp,192.168.1.1,192.168.23.2,3609,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.098530000 Mountain Daylight Time,10,540,5,270,5,270,normal
C748975217,icmp,192.168.1.1,192.168.23.2,3610,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.098532000 Mountain Daylight Time,8,432,4,216,4,216,smurf
C1510087865,icmp,192.168.1.1,192.168.23.2,3611,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.098546000 Mountain Daylight Time,10,540,5,270,5,270,Fraggile
C1366722422,icmp,192.168.1.1,192.168.23.2,3612,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.098556000 Mountain Daylight Time,10,540,5,270,5,270,smurf
C254918854,icmp,192.168.1.1,192.168.23.2,3613,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.098571000 Mountain Daylight Time,10,540,5,270,5,270,normal
C12139181,icmp,192.168.1.1,192.168.23.2,3614,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.098586000 Mountain Daylight Time,8,432,4,216,4,216,smurf
C1251219927,icmp,192.168.1.1,192.168.23.2,3615,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.098595000 Mountain Daylight Time,8,432,4,216,4,216,Fraggile
C792488644,icmp,192.168.1.1,192.168.23.2,3616,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.098615000 Mountain Daylight Time,10,540,5,270,5,270,smurf
C780843029,icmp,192.168.1.1,192.168.23.2,3617,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.098622000 Mountain Daylight Time,10,540,5,270,5,270,smurf
C1739555643,icmp,192.168.1.1,192.168.23.2,3618,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.098633000 Mountain Daylight Time,10,540,5,270,5,270,normal
C220165304,icmp,192.168.1.1,192.168.23.2,3619,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.099621000 Mountain Daylight Time,10,540,5,270,5,270,Fraggile
C1094272405,icmp,192.168.1.1,192.168.23.2,3620,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.099625000 Mountain Daylight Time,8,432,4,216,4,216,normal
C973604791,icmp,192.168.1.1,192.168.23.2,3621,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.099627000 Mountain Daylight Time,8,432,4,216,4,216,Fraggile
C564526486,icmp,192.168.1.1,192.168.23.2,3622,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.099629000 Mountain Daylight Time,8,432,4,216,4,216,normal
C1466558382,icmp,192.168.1.1,192.168.23.2,3623,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.099668000 Mountain Daylight Time,10,540,5,270,5,270,Fraggile
C1551303995,icmp,192.168.1.1,192.168.23.2,3624,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.099685000 Mountain Daylight Time,8,432,4,216,4,216,normal
C649630909,icmp,192.168.1.1,192.168.23.2,3625,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.099698000 Mountain Daylight Time,12,648,6,324,6,324,Fraggile
C679449777,icmp,192.168.1.1,192.168.23.2,3626,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.099718000 Mountain Daylight Time,10,540,5,270,5,270,Fraggile
C817054343,icmp,192.168.1.1,192.168.23.2,3627,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.099735000 Mountain Daylight Time,8,432,4,216,4,216,Fraggile
C913746983,icmp,192.168.1.1,192.168.23.2,3628,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.099753000 Mountain Daylight Time,8,432,4,216,4,216,Fraggile
C1660451908,icmp,192.168.1.1,192.168.23.2,3629,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.099765000 Mountain Daylight Time,10,540,5,270,5,270,Fraggile
C1224064486,icmp,192.168.1.1,192.168.23.2,3630,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.099792000 Mountain Daylight Time,10,540,5,270,5,270,Fraggile
C1363800072,icmp,192.168.1.1,192.168.23.2,3631,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.099804000 Mountain Daylight Time,10,540,5,270,5,270,Fraggile
C1886567481,icmp,192.168.1.1,192.168.23.2,3632,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.099827000 Mountain Daylight Time,8,432,4,216,4,216,normal
C361571676,icmp,192.168.1.1,192.168.23.2,3633,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.099837000 Mountain Daylight Time,12,648,6,324,6,324,normal
C749100260,icmp,192.168.1.1,192.168.23.2,3634,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.099849000 Mountain Daylight Time,14,756,7,378,7,378,Fraggile
C846274760,icmp,192.168.1.1,192.168.23.2,3635,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.099879000 Mountain Daylight Time,6,324,3,162,3,162,normal
C1460126155,icmp,192.168.1.1,192.168.23.2,3636,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.099889000 Mountain Daylight Time,8,432,4,216,4,216,smurf
C727497138,icmp,192.168.1.1,192.168.23.2,3637,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.099909000 Mountain Daylight Time,10,540,5,270,5,270,smurf
C889422145,icmp,192.168.1.1,192.168.23.2,3638,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.099927000 Mountain Daylight Time,12,648,6,324,6,324,smurf
C248483913,icmp,192.168.1.1,192.168.23.2,3639,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.099944000 Mountain Daylight Time,10,540,5,270,5,270,smurf
C1731137986,icmp,192.168.1.1,192.168.23.2,3640,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.099955000 Mountain Daylight Time,14,756,7,378,7,378,normal
C695248316,icmp,192.168.1.1,192.168.23.2,3641,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.099978000 Mountain Daylight Time,10,540,5,270,5,270,smurf
C5255258,icmp,192.168.1.1,192.168.23.2,3642,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.099996000 Mountain Daylight Time,14,756,7,378,7,378,smurf
C1928312257,icmp,192.168.1.1,192.168.23.2,3643,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.099997000 Mountain Daylight Time,10,540,5,270,5,270,Fraggile
C1834031967,icmp,192.168.1.1,192.168.23.2,3644,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.100020000 Mountain Daylight Time,14,756,7,378,7,378,normal
C1089680530,icmp,192.168.1.1,192.168.23.2,3645,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.100028000 Mountain Daylight Time,14,756,7,378,7,378,smurf
C718512571,icmp,192.168.1.1,192.168.23.2,3646,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.100037000 Mountain Daylight Time,12,648,6,324,6,324,smurf
C843867341,icmp,192.168.1.1,192.168.23.2,3647,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.100057000 Mountain Daylight Time,10,540,5,270,5,270,smurf
